filename,words
menu3.jpg,Huevo de Codorniz con Lomo
menu3.jpg,Montadito de Serrano a la Plancha
menu3.jpg,Montadito de Lomo con Queso Brie
menu3.jpg,Nuggets de Pollo
menu3.jpg,Fingers de Pollo con BBQ
menu3.jpg,TAPAS VEGETALES
menu3.jpg,Queso de Cabra
menu3.jpg,Queso Frito
menu3.jpg,Patatas de Luxe
menu3.jpg,Berenjenas Miel
menu3.jpg,Huevo con Patatas
menu3.jpg,Pizza
menu3.jpg,Bocadillo de Tortilla
menu3.jpg,Francesa con Queso
menu3.jpg,TAPAS DE PESCADO
menu3.jpg,Puntas de Calamar
menu3.jpg,Bacalao Frito
menu3.jpg,Bacalao Campesina
menu3.jpg,Pulpo a la Gallega
menu3.jpg,Langostinos Plancha
menu3.jpg,Gambas Rebozadas
menu3.jpg,Calamares a la Romana
menu3.jpg,Muslitos de Cangrejo
menu3.jpg,PANINIS
menu3.jpg,Panini de Serrano
menu3.jpg,Panini 3 Quesos
menu3.jpg,Panini Barbacoa
menu3.jpg,Panini Atún
menu3.jpg,Panini de Champiñones
menu3.jpg,Panini de Beicon
menu3.jpg,TAPAS ESPECIALES
menu3.jpg,Hamburguesa Completa y Patatas Fritas
menu3.jpg,Alpujarreño
menu3.jpg,Carne en Salsa con Patatas Fritas
menu3.jpg,Alitas de Pollo con Patatas Fritas y Huevo
menu3.jpg,Lomo Serrano con Beicon y Queso
menu3.jpg,Huevo con Patatas Fritas y Croquetas
menu3.jpg,"Fingers con Patatas Fritas, Huevo y BBQ"
menu4.jpg,TAPAS CALIENTES
menu4.jpg,Sandwich
menu4.jpg,Pizza
menu4.jpg,Pincho Moruno
menu4.jpg,Morcilla
menu4.jpg,Lomo - alioli
menu4.jpg,Lomo - mayonesa
menu4.jpg,Bacon - mayonesa
menu4.jpg,Panceta - alioli
menu4.jpg,Panceta - picante
menu4.jpg,Tortilla de jamón
menu4.jpg,Tortilla de atún
menu4.jpg,Hamburguesa
menu4.jpg,Perrito
menu4.jpg,Huevo de codorniz
menu4.jpg,Longaniza
menu4.jpg,Lomo - roquefort
menu4.jpg,Bacon - queso
menu4.jpg,Bacon con huevo
menu4.jpg,Panceta - queso
menu4.jpg,Tortilla de patatas
menu4.jpg,Tortilla de queso
menu4.jpg,Champiñones
menu4.jpg,"Tapa extra 1,50€"
menu4.jpg,"Tapa para llevar 1,80€"
menu4.jpg,TAPA DEL DÍA
menu4.jpg,LUNES - Callos
menu4.jpg,MARTES - Burritos
menu4.jpg,MIERCOLES - Papas con huevo y chorizo
menu4.jpg,JUEVES - Habas con jamón
menu4.jpg,VIERNES - Huevos rotos con patatas y jamón
menu4.jpg,TAPAS FRÍAS
menu4.jpg,"Jamón, tomate y aceite"
menu4.jpg,Jamón y queso
menu4.jpg,Camembert - anchoas
menu4.jpg,Requeté
menu4.jpg,"Atún, espárragos y mayonesa"
menu4.jpg,"Alcachofas, mayonesa y anchoas"
menu4.jpg,Queso de cabra en aceite
menu4.jpg,Salmón finas hierbas
menu4.jpg,Salmón alioli
menu4.jpg,Paté con camembert
menu4.jpg,Aguacate palometa
menu4.jpg,Aguacate anchoas
menu4.jpg,Tomate con queso y anchoas
menu4.jpg,Sobrasada y queso
menu4.jpg,Atún con alcachofas
menu4.jpg,Jamón - Roquefort
menu4.jpg,Camembert - jamón
menu4.jpg,Camembert - Salmón
menu4.jpg,Atún - anchoas
menu4.jpg,Mexicana
menu4.jpg,Vegetal
menu4.jpg,Tomate "aliñado"
menu4.jpg,Salmón - roquefort
menu4.jpg,Paté anchoas
menu4.jpg,Paté serrano
menu4.jpg,Aguacate con atún
menu4.jpg,Aguacate con queso
menu4.jpg,Aguacate con camembert
menu4.jpg,Serrano con anchoas
menu4.jpg,Roquefort con anchoas
menu5.jpg,Tapas
menu5.jpg,Carne en salsa
menu5.jpg,Lomo plancha
menu5.jpg,Pollo plancha
menu5.jpg,Hamburguesa casera
menu5.jpg,Ternera plancha
menu5.jpg,Bacon con queso
menu5.jpg,Jamón asado
menu5.jpg,Chorizo
menu5.jpg,Morcilla
menu5.jpg,Sandwich vegetal
menu5.jpg,Sandwich mixto
menu5.jpg,Jamón serrano
menu5.jpg,Caracoles
menu5.jpg,Cordero en salsa
menu5.jpg,Callos
menu5.jpg,Alpujarreño
menu5.jpg,Ensaladilla rusa
menu5.jpg,Tocino salado
menu5.jpg,Patatas bravas
menu5.jpg,Champiñón plancha
menu5.jpg,Papa asada (solo noche)
menu5.jpg,Tortilla de patatas
menu5.jpg,Queso curado
menu5.jpg,Panini
menu5.jpg,Brocheta de pollo
menu5.jpg,Brocheta cortijera
menu5.jpg,Pincho moruno
menu5.jpg,Mejillones al vapor
menu5.jpg,Chanquetes
menu5.jpg,Boquerones fritos
menu5.jpg,Boquerones en vinagre
menu5.jpg,Atún con tomate
menu5.jpg,Cazón
menu5.jpg,Rejos
menu5.jpg,Boquerones
menu5.jpg,Calamares
menu5.jpg,Requeté
menu5.jpg,Anchoas
menu5.jpg,Salmorejo (otros formatos)
menu5.jpg,"JARRA 1/2 LITRO 2,50€"
menu5.jpg,JARRA 1/2 LITRO + 1 TAPA 3€
menu5.jpg,"TAPA EXTRA 1,50€"
menu5.jpg,Especial Fin de Semana
menu5.jpg,Sábados MIGAS
menu5.jpg,Domingos ARROZ
menu6.jpg,La Maestranza
menu6.jpg,Tapa al plato
menu6.jpg,Jamón Serrano
menu6.jpg,Queso
menu6.jpg,Requeté
menu6.jpg,Boquerones
menu6.jpg,Calamares
menu6.jpg,Cazón
menu6.jpg,Bacalao frito
menu6.jpg,Tortita de camarones
menu6.jpg,Bravas
menu6.jpg,Tortilla española
menu6.jpg,Berenjenas con miel
menu6.jpg,Alitas a la miel
menu6.jpg,Croquetas
menu6.jpg,Champiñones
menu6.jpg,Fingers de york y queso
menu6.jpg,Pincho moruno
menu6.jpg,Paladar asado (solo noche)
menu6.jpg,Salmorejo en temporada
menu6.jpg,Joselito
menu6.jpg,Tapa en bocadillo
menu6.jpg,Hamburguesa
menu6.jpg,Jamón asado
menu6.jpg,Carne en salsa
menu6.jpg,Lomo
menu6.jpg,Lomo y queso
menu6.jpg,Lomo roquefort
menu6.jpg,Serranito
menu6.jpg,Perrito
menu6.jpg,Bacon y queso
menu6.jpg,Sándwich (york y queso)
menu6.jpg,Burrito carne (con o sin picante)
menu6.jpg,Burrito vegetal
menu6.jpg,Burrito pescado
menu6.jpg,Chorizo
menu6.jpg,Morcilla
menu6.jpg,Para picotear
menu6.jpg,Jamón serrano y queso 10
menu6.jpg,Ensalada Maestranza 9
menu6.jpg,Tomate con conserva de caballa 7
menu6.jpg,Berenjenas con miel 7
menu6.jpg,Revuelto de setas con gambas 9
menu6.jpg,Huevos rotos con chanquetes 9
menu6.jpg,Huevos rotos con jamón y gulas 9
menu6.jpg,Bravas 7
menu6.jpg,Habas con jamón y huevo 9
menu6.jpg,Pescados
menu6.jpg,Boquerones 9
menu6.jpg,Calamares 9
menu6.jpg,Cazón 9
menu6.jpg,Lomos de bacalao (6 uds.) 12
menu6.jpg,Croquetas de bacalao 9
menu6.jpg,Sepia a la plancha con pesto 10
menu6.jpg,Gambas pil-pil 11
menu6.jpg,Paté pulpo Maestranza (300-350 g) 14
menu6.jpg,Fritura variada 17
menu6.jpg,Carnes de la casa
menu6.jpg,Jamón asado Maestranza 9
menu6.jpg,Carne en salsa 9
menu6.jpg,Lomo con alioli 9
menu6.jpg,Secreto 12
menu6.jpg,Solomillo de pollo roquefort 14
menu6.jpg,Katxopo de pollo (250 g) 11
menu6.jpg,Katxopo de ternera (500 g) 15
menu6.jpg,Costillas de cerdo barbacoa 12
menu6.jpg,Carrillera al P.X. 14
menu6.jpg,Codillo estilo andaluz 14
menu6.jpg,"Flamenquín lomo, serrano y queso 12"
menu6.jpg,Croquetas de rabo de toro 10
menu6.jpg,Rabo de toro estofado 14
menu6.jpg,Cordero de Orce 14
menu6.jpg,Tapa Extra : 1.70
menu6.jpg,Máximo 2 variedades por grupo
menu6.jpg,Platos combinados al gusto
menu6.jpg,Botella de vino a elegir más Ración (20)
menu7.jpg,ENSALADA DE REMOLACHA Y GRANADA / BEETROOT AND POMEGRANATE SALAD 9.00 €
menu7.jpg,"- Remolacha, granada, cilantro, melaza de granada, aceite de oliva y zumo de limón"
menu7.jpg,"- Beets, pomegranate, coriander, pomegranate molasses, olive oil and lemon juice"
menu7.jpg,"ENSALADA GRIEGA / GREEK SALAD 9.00 €"
menu7.jpg,"- Queso feta, tomate, pepino, cebolla roja, aceitunas Kalamata y aceite de oliva"
menu7.jpg,"- Feta cheese, tomato, cucumber, red onion, Kalamata olives and olive oil"
menu7.jpg,"ENTRANTES CALIENTES / HOT STARTERS"
menu7.jpg,"KIBBEH FRITA 3 piezas / FRIED KIBBEH 3 pieces 9.00 €"
menu7.jpg,"- Croquetas de trigo rellenas de carne picada especiada, cebolla y nueces"
menu7.jpg,"- Wheat croquettes stuffed with spicy minced meat, onion and walnuts"
menu7.jpg,"BÖREKS DE QUESO, ESPINACAS O CARNE 3 piezas / CHEESE, SPINACH OR MEAT BOOREKAS 3 pieces 9.00 €"
menu7.jpg,"- Pastel de hojaldre relleno de queso fresco, espinacas o carne, al horno"
menu7.jpg,"- Puff pastry cake filled with fresh cheese, spinach or meat, baked"
menu7.jpg,"ALITAS DE POLLO CON CILANTRO Y AJO / CORIANDER GARLIC CHICKEN WINGS 10.00 €"
menu7.jpg,"- Alitas de pollo fritas con ajo, cilantro, picante casero y aceite de oliva"
menu7.jpg,"- Fried chicken wings with garlic, coriander, homemade spicy and olive oil"
menu7.jpg,"PATATAS PICANTES / SPICY POTATOES 7.50 €"
menu7.jpg,"- Patatas caseras con ajo, cilantro, picante y aceite de oliva"
menu7.jpg,"- Homemade potatoes with garlic, coriander, spicy and olive oil"
menu7.jpg,"HUMMUS CON CARNE / HUMMUS WITH MEAT 8.50 €"
menu7.jpg,"- Crema de garbanzos con pasta de sésamo y zumo de limón, cubierto con carne desmenuzada"
menu7.jpg,"- Chickpeas cream with sesame paste and lemon juice, topped with minced meat"
menu7.jpg,"PATATAS FRITAS / FRENCH FRIES 5.50 €"
menu7.jpg,"PATATAS GAJO / POTATO WEDGES 6.00 €"
menu7.jpg,"FALAFEL 5 p / 5 pieces 7.50 €"
menu7.jpg,"- Croquetas vegetales fritas de garbanzos, ajo, cilantro y especias"
menu7.jpg,"- Fried vegetable croquettes with chickpeas, garlic, coriander and spices"
menu7.jpg,"PLATO COMBINADO / COMBO PLATE 21.00 €"
menu7.jpg,"- Hummus con tahine"
menu7.jpg,"- Mutabal de berenjena"
menu7.jpg,"- 2 piezas de falafel"
menu7.jpg,"- 2 piezas de kibbeh frita"
menu7.jpg,"- 3 hojas de parra"
menu7.jpg,"- Ensalada"
menu7.jpg,"- Hummus with tahine"
menu7.jpg,"- Aubergine mutabal"
menu7.jpg,"- 2 pieces of falafel"
menu7.jpg,"- 2 pieces of fried kibbeh"
menu7.jpg,"- 3 grape leaves"
menu7.jpg,"- Salad"
menu8.jpg,"Requeté (melva con morrones) 3,00 €"
menu8.jpg,"Anchoas del Cantábrico 3,00 €"
menu8.jpg,"Tentaciones de atún 3,50 €"
menu8.jpg,"Trucha asalmonada con queso fresco 3,50 €"
menu8.jpg,"Salmón con aguacates o queso fresco 3,50 €"
menu8.jpg,"Palometa con huevos a caviar 3,00 €"
menu8.jpg,"Lomo plancha con tomate o roquefort 3,00 €"
menu8.jpg,"Beicón plancha con tomate o morrones 2,50 €"
menu8.jpg,"Jamón Serrano con tomate 2,50 €"
menu8.jpg,"Jamón Ibérico con tomate o roquefort 3,00 €"
menu8.jpg,"Medallones sobrasada natural 2,50 €"
menu8.jpg,"Jamón de pato 3,75 €"
menu8.jpg,"Queso manchego curado 3,00 €"
menu8.jpg,"Queso manchego curado en aceite 3,00 €"
menu8.jpg,"Queso cabra (Curado) 3,00 €"
menu8.jpg,"Queso roquefort con remolacha roja 3,00 €"
menu8.jpg,"Queso chamois “D'OR” 3,00 €"
menu8.jpg,"Queso Camembert 1,75 €"
menu8.jpg,"Croquetas (unidad) 1,75 €"
menu8.jpg,"Cuña Tortilla española 3,00 €"
menu8.jpg,"Jamón Serrano 12,00 € 9,00 €"
menu8.jpg,"Serrano ham"
menu8.jpg,"Jamón de bellota 15,00 € 12,00 €"
menu8.jpg,"Acorn-fed Iberico ham"
menu8.jpg,"Jamón y embutidos ibéricos 15,00 € 12,00 €"
menu8.jpg,"Iberico ham and sausages"
menu8.jpg,"Jamón de pato 15,00 € 12,00 €"
menu8.jpg,"Cured duck breast"
menu8.jpg,"Queso manchego curado 12,00 € 9,00 €"
menu8.jpg,"Manchego cheese cured"
menu8.jpg,"Queso manchego curado en aceite 12,00 € 9,00 €"
menu8.jpg,"Manchego cheese cured in olive oil"
menu8.jpg,"Queso cabra “Curado” 12,00 € 9,00 €"
menu8.jpg,"Goat cheese"
menu8.jpg,"Queso roquefort con remolacha roja 12,00 € 9,00 €"
menu8.jpg,"Roquefort with beets"
menu8.jpg,"Queso “DOR” 12,00 € 9,00 €"
menu8.jpg,"Chamois “D'OR” Cheese"
menu8.jpg,"Camembert Cheese 12,00 € 9,00 €"
menu8.jpg,"Camembert Cheese"
menu8.jpg,"Croquetas (unidad) 1,75 €"
menu8.jpg,"Croquettes"
menu8.jpg,"Tortilla española (porción) 3,00 €"
menu8.jpg,"Spanish omelette wedge"
menu8.jpg,"Combinada GRAN TABERNA 17,00 € 12,00 €"
menu8.jpg,"Gran Taberna combination"
menu8.jpg,"Combinada patés 12,00 € 9,00 €"
menu8.jpg,"Pâté combination"
menu8.jpg,"Combinada patés y embutidos 13,00 € 10,00 €"
menu8.jpg,"Pâté and sausage combination"
menu8.jpg,"Combinada quesos y paté 13,00 € 10,00 €"
menu8.jpg,"Cheese and pâté combination"
menu8.jpg,"Combinada de embutidos y salazones 13,00 € 10,00 €"
menu8.jpg,"Sausage and dried fish combo"
menu8.jpg,"Combinada quesos y montaditos “TAPAS” 18,00 € 13,00 €"
menu8.jpg,Assorted appetizers
menu8.jpg,Brocheta de Solomillo 12 €
menu8.jpg,Brocheta de Ave 12 €
menu8.jpg,Confit de Pato 14 €
menu8.jpg,Fondue Quesos (2 personas) 14 €
menu8.jpg,Medallones de Solomillo (Taberna) 12 €
menu8.jpg,Habas con jamón (Taberna) 9 €
menu8.jpg,Revuelto “Varios” 9 €
menu8.jpg,Pisto casero (cazuela) 10 €
menu8.jpg,Callos caseros (cazuela) 10 €
menu8.jpg,Lomo de orza 13 €
menu8.jpg,Pulpo a la Feira 14 €
menu8.jpg,Cogollitos con frutos secos 10 €
menu8.jpg,Tomate aliñado 8 €
menu8.jpg,Espárragos trigueros 8 €
menu8.jpg,Palmitos con aguacates 10 €
menu8.jpg,Ensalada de la casa (2 personas) 10 €
menu8.jpg,Gazpacho (en temporada) 5 €
